Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server UDP Session Count, Server UDP ARQ Session Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Wed Apr  7 07:51:10 2021,26963031,10,700,69504,69496,69509,69505,69499,69510,0,0,444,396,500,69540,701,701,5.110000 ~ 5.920000,1.277500 ~ 1.480000,0,18 M 941 K 430 B,7 M 722 K 30 B
Wed Apr  7 07:51:11 2021,26963031,11,600,59570,59570,59570,59564,59564,59564,0,0,474,399,518,69540,701,701,5.110000 ~ 5.920000,1.277500 ~ 1.480000,0,18 M 941 K 430 B,7 M 722 K 30 B
Wed Apr  7 07:51:16 2021,26963031,16,700,69504,69488,69516,69503,69489,69520,0,0,467,390,538,69540,701,701,5.110000 ~ 5.920000,1.277500 ~ 1.480000,0,18 M 941 K 430 B,7 M 722 K 30 B
Wed Apr  7 07:51:17 2021,26963031,17,600,59563,59563,59563,59564,59564,59564,0,0,470,382,535,69540,701,701,5.110000 ~ 5.920000,1.277500 ~ 1.480000,0,18 M 941 K 430 B,7 M 722 K 30 B
Wed Apr  7 07:51:19 2021,26963031,19,700,69495,69493,69498,69495,69488,69502,0,0,445,378,500,69540,701,701,5.110000 ~ 5.920000,1.277500 ~ 1.480000,0,18 M 941 K 430 B,7 M 722 K 30 B
Wed Apr  7 07:52:02 2021,26963032,2,700,69510,69498,69524,69512,69503,69520,0,0,452,408,509,69491,701,701,5.920000 ~ 6.470000,1.480000 ~ 1.617500,0,18 M 943 K 667 B,7 M 715 K 832 B
Wed Apr  7 07:52:03 2021,26963032,3,600,59571,59571,59571,59568,59568,59568,0,0,465,426,532,69491,701,701,5.920000 ~ 6.470000,1.480000 ~ 1.617500,0,18 M 943 K 667 B,7 M 715 K 832 B
Wed Apr  7 07:52:08 2021,26963032,8,700,69496,69490,69505,69497,69489,69509,0,0,446,419,493,69491,701,701,5.920000 ~ 6.470000,1.480000 ~ 1.617500,0,18 M 943 K 667 B,7 M 715 K 832 B
Wed Apr  7 07:52:09 2021,26963032,9,600,59576,59576,59576,59582,59582,59582,0,0,438,423,461,69491,701,701,5.920000 ~ 6.470000,1.480000 ~ 1.617500,0,18 M 943 K 667 B,7 M 715 K 832 B
Wed Apr  7 07:52:13 2021,26963032,13,700,69503,69483,69520,69500,69487,69517,0,0,459,420,517,69491,701,701,5.920000 ~ 6.470000,1.480000 ~ 1.617500,0,18 M 943 K 667 B,7 M 715 K 832 B
Wed Apr  7 07:52:14 2021,26963032,14,600,59570,59570,59570,59568,59568,59568,0,0,468,411,526,69491,701,701,5.920000 ~ 6.470000,1.480000 ~ 1.617500,0,18 M 943 K 667 B,7 M 715 K 832 B
Wed Apr  7 07:52:19 2021,26963032,19,700,69508,69499,69514,69505,69492,69515,0,0,501,398,618,69491,701,701,5.920000 ~ 6.470000,1.480000 ~ 1.617500,0,18 M 943 K 667 B,7 M 715 K 832 B
Wed Apr  7 07:53:00 2021,26963033,0,600,59558,59558,59558,59568,59568,59568,0,0,501,457,557,69524,801,801,5.420000 ~ 6.330000,1.355000 ~ 1.582500,0,21 M 906 K 514 B,8 M 928 K 1 B
Wed Apr  7 07:53:04 2021,26963033,4,700,69502,69494,69513,69503,69498,69509,0,0,569,402,722,69524,801,801,5.420000 ~ 6.330000,1.355000 ~ 1.582500,0,21 M 906 K 514 B,8 M 928 K 1 B
Wed Apr  7 07:53:05 2021,26963033,5,600,59576,59576,59576,59575,59575,59575,0,0,570,401,661,69524,801,801,5.420000 ~ 6.330000,1.355000 ~ 1.582500,0,21 M 906 K 514 B,8 M 928 K 1 B
Wed Apr  7 07:53:10 2021,26963033,10,700,69501,69493,69512,69501,69495,69510,0,0,562,361,755,69524,801,801,5.420000 ~ 6.330000,1.355000 ~ 1.582500,0,21 M 906 K 514 B,8 M 928 K 1 B
Wed Apr  7 07:53:11 2021,26963033,11,600,59572,59572,59572,59575,59575,59575,0,0,568,361,690,69524,801,801,5.420000 ~ 6.330000,1.355000 ~ 1.582500,0,21 M 906 K 514 B,8 M 928 K 1 B
Wed Apr  7 07:53:12 2021,26963033,12,700,69509,69509,69509,69503,69503,69503,0,0,615,359,748,69524,801,801,5.420000 ~ 6.330000,1.355000 ~ 1.582500,0,21 M 906 K 514 B,8 M 928 K 1 B
Wed Apr  7 07:53:17 2021,26963033,17,800,79429,79424,79441,79425,79411,79436,0,9,1677,897,2361,69524,801,801,5.420000 ~ 6.330000,1.355000 ~ 1.582500,0,21 M 906 K 514 B,8 M 928 K 1 B
Wed Apr  7 07:53:18 2021,26963033,18,700,69494,69494,69494,69508,69508,69508,0,0,1453,970,1882,69524,801,801,5.420000 ~ 6.330000,1.355000 ~ 1.582500,0,21 M 906 K 514 B,8 M 928 K 1 B
Wed Apr  7 07:53:19 2021,26963033,19,800,79429,79429,79429,79425,79425,79425,0,0,1316,867,1554,69524,801,801,5.420000 ~ 6.330000,1.355000 ~ 1.582500,0,21 M 906 K 514 B,8 M 928 K 1 B
Wed Apr  7 07:54:11 2021,26963034,11,800,79425,79405,79442,79425,79399,79446,0,0,1306,864,1673,73030,801,801,6.620000 ~ 7.510000,1.655000 ~ 1.877500,0,21 M 802 K 38 B,8 M 827 K 764 B
Wed Apr  7 07:54:12 2021,26963034,12,700,69495,69495,69495,69501,69501,69501,0,0,1332,1024,1694,73030,801,801,6.620000 ~ 7.510000,1.655000 ~ 1.877500,0,21 M 802 K 38 B,8 M 827 K 764 B
Wed Apr  7 07:54:19 2021,26963034,19,800,79427,79409,79444,79427,79419,79436,0,0,1310,871,1751,73030,801,801,6.620000 ~ 7.510000,1.655000 ~ 1.877500,0,21 M 802 K 38 B,8 M 827 K 764 B
Wed Apr  7 07:55:14 2021,26963035,14,800,79353,79146,79441,67238,50539,79439,0,0,1861929,990,6237858,79529,801,801,6.650000 ~ 8.250000,1.662500 ~ 2.062500,0 ~ 850,89 M 140 K 750 B,17 M 187 K 519 B
Wed Apr  7 07:55:15 2021,26963035,15,700,69347,69347,69347,58411,58411,58411,0,0,5679824,5404605,5919209,79529,801,801,6.650000 ~ 8.250000,1.662500 ~ 2.062500,0 ~ 850,89 M 140 K 750 B,17 M 187 K 519 B
Wed Apr  7 07:55:19 2021,26963035,19,800,79315,79296,79333,60636,57613,64435,0,0,5025447,4396604,5645418,79529,801,801,6.650000 ~ 8.250000,1.662500 ~ 2.062500,0 ~ 850,89 M 140 K 750 B,17 M 187 K 519 B
